row ID,row m/z,row retention time,C7.mzML Peak area,C8.mzML Peak area,C9.mzML Peak area,C10.mzML Peak area,C11.mzML Peak area,C12.mzML Peak area,C13.mzML Peak area,C14.mzML Peak area,C15.mzML Peak area
1700,549.2706086,18.36322,649272.25,0,0,0,0,0,0,0,0
2976,420.2177663,22.893026,0,0,0,1096051,7889933,6039808.5,0,0,0
581,244.0970067,14.401542,1898700,0,0,0,0,0,0,0,0
2607,514.3587073,21.582193,3643113.2,2062640.9,0,0,0,0,0,0,0
2606,230.2116173,21.579329,747570.3,0,2398953,4210294,2377178,1536724.5,1925729,3770257.5,4054806.2
181,276.123268,7.580682,0,180862.73,395100.75,0,0,0,0,0,0
1191,315.1913848,16.809557,1901209.8,0,0,0,0,0,0,0,0
5222,578.4183931,30.421358,0,0,0,5098021.5,6967945.5,0,0,0,0
1662,360.1805236,18.248428,5004793,1746211.6,0,0,0,0,0,0,0
2811,293.2111451,22.417364,0,237865.81,2554282.5,536362.44,1312774.8,1203044,0,0,0
4050,325.2736057,26.487253,0,0,0,7002602,5726244.5,101069.57,0,0,0
333,284.1030082,10.445841,620850.7,0,0,0,0,0,0,0,0
2776,641.4470382,22.221355,0,3805647.2,1564358.5,0,0,0,0,0,0
902,319.0746945,15.854196,1506507.1,0,0,0,0,0,0,0,0
2310,311.1853677,20.478798,325093.9,3515971.8,2377883.5,1731320.6,541795.9,1281997.9,552994.3,1508266.9,436982.72
656,312.0978714,14.954411,3068317.5,0,0,0,0,0,0,0,0
2543,279.1592011,21.344044,0,329681.47,1874760,0,0,0,0,0,0
4350,674.4673392,27.383783,0,0,4771656,2399933.5,52839.055,0,0,0,0
201,150.0915309,8.013922,792940.9,671957.44,921518.6,499761.38,0,0,0,0,1405553.1
664,265.1546967,15.011708,1225791,54107.85,0,0,0,0,0,0,0
4982,440.4096608,29.32528,0,0,0,0,0,0,1546184.9,2723609,1166918.9
4600,435.3100533,28.141354,0,0,0,0,1317276.6,1827312.1,0,0,0
527,136.0757658,13.778501,2036317.8,0,0,0,0,0,0,0,0
4365,659.4625448,27.447262,0,3393820,2.60E+07,1.24E+07,3840497.2,0,0,0,0
5130,345.2569388,29.996773,0,0,0,0,270896.7,1116960.4,0,0,0
2642,321.2174993,21.730183,0,46288.742,1817874.9,0,0,0,0,0,0
1833,253.1799792,18.826607,2102225,6241452.5,104266.7,0,0,0,0,0,0
1805,267.1703737,18.744116,3627481.5,0,0,0,0,0,0,0,0
2944,459.1554098,22.830431,0,0,0,0,0,0,0,1257547.2,50190.984
3313,730.5303943,24.22525,0,4590792.5,9209781,795053.1,0,0,0,0,0
2900,420.1605558,22.689346,0,2834185,1.98E+07,2969495.8,0,0,0,0,0
5208,383.3518379,30.362873,0,0,0,0,0,2022347.1,398298.72,0,0
5213,776.5538987,30.371405,0,0,4842456.5,1.05E+07,3798433.2,0,0,0,0
4428,876.6243191,27.622643,0,0,2863922,7687131.5,4013423.8,0,0,0,0
5079,1027.709826,29.749424,0,0,0,3981485.5,6050188,0,0,0,0
3908,853.5852003,26.027916,0,0,9394878,8611138,709732.2,0,0,0,0
1679,228.1384633,18.282661,0,1122372.1,522475.6,0,0,0,0,0,0
3713,281.2472623,25.551065,0,0,3274764.8,1.36E+07,3565783.5,0,0,0,0
4110,275.2004993,26.620008,0,0,0,486410.25,1629051,1305525.1,0,0,0
103,162.0550487,6.1958203,413270.66,934749.25,1437417,597478.06,0,0,0,0,0
1430,589.3703184,17.494465,4320326.5,363747.72,0,0,0,0,0,0,0
4981,423.383045,29.341124,0,0,0,0,0,0,1661780.5,2639457.5,1296005.4
5363,437.3624281,31.113152,0,0,0,0,0,9056140,680420.2,0,0
3823,394.331519,25.827883,0,0,3275309.8,4481499,683096.56,0,0,0,0
691,193.1224676,15.139494,3388542.2,0,0,0,0,0,0,0,0
3184,149.0234365,23.733295,0,0,2310878.2,774493.4,0,0,0,2535531,4272896
1551,252.15954,17.875105,261037.19,5018384,1685089.4,0,0,0,0,0,0
2056,620.3644543,19.60844,0,872922.75,48633.273,0,1712101.6,0,0,51265.17,0
833,595.38137,15.67188,2183471.8,0,414706.16,178461.6,0,0,0,0,0
5362,702.4990589,31.08859,0,0,1044245.7,1.34E+07,1.12E+07,0,0,0,0
431,302.0821512,12.317707,0,1912772,2193140.5,0,0,0,0,0,0
4256,678.4777199,27.121836,0,0,1999218.6,8513207,8274406,0,0,0,0
471,152.0529894,12.976951,3043701.5,0,0,0,0,0,0,0,0
4473,608.4287526,27.749735,0,0,9101597,8888928,3526140.8,0,0,0,0
2697,493.2810754,21.959192,0,6553642,8165800,3340401.2,1343429,1894990,1628329.8,2014117.8,0
5003,536.8699813,29.45388,0,0,0,2986734,2569733,0,0,0,0
1665,165.0910832,18.263208,4.68E+08,4.47E+08,1.33E+07,0,0,0,0,52746.46,0
256,234.2064005,9.1133175,3184459.8,9915045,2.96E+07,2.79E+07,1.29E+07,1.91E+07,5439519,2.02E+07,2.22E+07
3516,713.5040374,24.99962,0,254173.98,6103388.5,1749198.6,0,0,0,0,0
2663,436.1869122,21.81217,0,658808.2,4167709.5,426955.34,0,0,0,0,0
4182,817.4373911,26.83226,0,0,0,769716.1,1023253.75,0,0,0,0
2719,607.3815589,22.018967,0,4241673,3406459,0,0,0,0,0,0
3654,285.2212028,25.3557,0,0,0,2161248.5,1821460,50855.758,0,0,0
5439,377.2287903,31.549265,0,0,0,0,0,2720897.5,0,0,0
5358,499.851703,31.064861,0,0,0,1255284.5,5445104,0,0,0,0
5366,439.37806,31.17927,0,0,0,0,367164.8,1.20E+07,1502805.1,0,0
788,180.1019877,15.576989,6677699.5,8857833,2125038.5,0,0,0,0,0,0
3049,433.3140045,23.272408,3220990.2,2.87E+07,1.29E+07,2178002.5,0,0,0,0,0
4143,579.4078703,26.670557,0,941680.2,9252008,4476366.5,1169839,0,0,0,0
3367,484.3479811,24.440725,222854.55,3.36E+07,2.73E+07,6939171.5,1045668.6,0,0,0,0
606,241.0971735,14.600428,1.13E+07,2995476,0,0,0,0,0,0,0
2484,544.3873694,21.080334,2815764.8,48555.555,0,0,0,0,0,0,0
433,325.1580676,12.317707,0,865533.94,1145345.8,0,0,0,0,0,0
1043,333.2636186,16.392569,1.07E+07,385647,0,0,0,0,0,0,0
3820,651.3347484,25.825996,0,0,0,0,0,2026598.1,0,0,0
3252,320.2584209,23.984312,0,0,218441.64,1410937.4,237781.08,0,0,0,0
4986,777.5322629,29.37765,0,0,0,1.93E+07,3.85E+07,7899688,0,0,0
1708,631.3792223,18.409607,1092566.6,581144.3,0,0,0,0,0,0,0
2519,191.1067361,21.233795,0,2670469.5,7091816.5,379998.56,0,0,0,0,0
325,285.1309736,10.323929,0,0,0,0,1632064.8,177307.61,110625.086,225350.48,0
2009,205.1951482,19.46757,2.52E+08,7.57E+08,2.36E+08,5657764.5,0,0,0,0,0
5406,407.3519761,31.382816,0,0,0,0,0,2551723.5,202290.92,701047.9,500887.97
5472,893.6158342,31.72749,0,0,0,0,1158504.5,2892407.2,0,0,0
94,209.138743,5.9790916,0,0,660563.25,522500.22,209998.6,902809.5,0,0,0
2550,425.8084701,21.405888,1908105.5,1568031.6,0,0,0,0,0,0,0
659,372.1918955,14.962188,0,2990432.5,2527876.2,180820,0,0,0,0,0
2420,744.4527322,20.871542,641624.6,2124642,660282.4,0,0,0,0,0,0
4746,397.3311188,28.506798,0,0,0,2043793.5,9521555,7049248,0,0,0
4015,361.2348295,26.394226,0,0,1230816.6,5422865.5,4137624.2,555534.1,0,0,0
1128,333.2636181,16.608072,8607936,457421.62,0,0,0,0,0,0,0
684,663.3474852,15.100856,1327042.6,519595.53,1017587.44,987585.9,306042.78,0,0,0,0
1789,422.170983,18.678738,5.19E+07,8.40E+07,5998881,105766.086,0,0,0,0,0
4881,769.546065,28.996946,0,0,1.04E+07,8161253,2508657.8,0,0,0,0
2003,223.2056366,19.464697,2.26E+07,6.64E+07,2.20E+07,369246.94,0,0,0,0,0
1044,355.2456921,16.392569,1507786.1,170802.78,0,0,0,0,0,0,0
3420,663.2848475,24.648525,0,0,0,827520.6,619218.6,0,0,0,0
180,316.1544639,7.558678,0,0,0,0,1321283.9,0,0,0,0
96,277.0684022,6.0233493,0,0,0,0,0,0,467781.1,0,1010827.44
263,475.3253482,9.1816435,2864987,2315634,2.94E+07,1.70E+07,1.67E+07,1512045.9,478639.62,770042.1,372104.5
3701,494.2875526,25.491493,0,0,0,0,1296701.1,699086.56,0,0,0
2855,433.3656147,22.47048,0,0,0,0,0,0,1583112.6,6506694,1053728.6
3266,321.2424041,24.068153,0,0,3811202.8,2969568.8,0,0,0,0,0
3761,628.3837735,25.654879,0,0,4358694.5,9581940,4010689.8,0,0,0,0
677,282.1123985,15.081794,2749306.2,0,0,0,0,0,0,0,0
1607,208.0792835,18.076435,0,748338.75,0,0,0,0,0,0,0
2292,272.2221036,20.43887,0,5776070.5,3298769.8,0,0,0,0,0,0
2149,277.216332,19.94832,766097.94,1.02E+07,2060470,0,0,0,0,0,0
954,341.1495774,16.049978,1840727.9,0,0,0,0,0,0,0,0
4624,527.3842271,28.191095,0,661719.75,5.24E+07,6.06E+07,3.01E+07,1502167.1,0,0,0
267,470.3703066,9.179981,0,0,1167517.8,492027.7,454681.97,0,0,0,0
3905,424.8188975,26.038692,0,4068307.2,3.08E+07,1.70E+07,5858080.5,0,0,0,0
166,234.2065169,7.325891,0,0,4127610,1177395.9,0,1171938.6,0,863732.44,1428837.2
3676,936.681956,25.4121,0,1202830.6,7539321.5,2517232.2,0,0,0,0,0
4571,549.3973233,28.069935,0,1280504.1,5.92E+07,6.35E+07,3.04E+07,436149.56,0,0,0
4131,442.3522938,26.658997,0,0,0,5215041,4546837,0,0,0,0
2529,291.2682741,21.275,0,1967384.9,3750444,0,0,0,0,0,0
3534,383.2789489,25.01539,0,0,1.60E+07,1.53E+07,2275593.5,0,0,0,0
3604,817.4377911,25.23548,0,0,420555.28,1085705.5,204378.75,0,0,0,0
4865,615.4365779,28.935257,0,0,3954688.5,1.02E+07,5747609,0,0,0,0
5237,350.3262693,30.488857,0,0,0,0,0,360047.06,1285368.8,1898528.9,2826339.5
4329,445.8256084,27.322187,0,0,8650286,1.22E+07,5298518.5,0,0,0,0
1771,130.0652936,18.617058,1004290.1,3272902.8,0,0,0,0,0,0,0
2655,384.2202716,21.77936,3207371,2824432.2,7412401.5,7618484.5,851839.7,0,0,0,0
1216,320.1891358,16.922615,704010,2474783.5,2568683,0,0,0,0,0,0
211,322.1650946,8.137753,0,275153.16,580716.1,401398.1,0,0,0,0,0
1595,360.180601,18.024231,1027011.44,648096.1,0,0,0,0,0,0,0
3237,309.2059542,23.941372,0,0,3253572.2,3311528.5,0,0,0,0,0
5077,482.4566522,29.744787,0,0,0,0,0,0,0,0,5175611
3171,286.237633,23.653086,0,1.17E+07,7.31E+07,1.37E+07,456826.7,0,0,0,0
4446,397.2947971,27.662102,0,0,0,747169.6,2394464.5,1501320,0,0,0
3051,848.5934597,23.278156,108352.234,8070282.5,5356807,95996.195,0,0,0,0,0
758,283.1078329,15.468377,1.15E+07,808943.5,349877.1,0,0,0,0,0,0
5282,333.2422102,30.738642,0,0,0,0,0,1065611.4,50697.336,0,0
5391,680.4854097,31.27371,0,0,0,1.73E+07,1.74E+07,0,0,0,0
2589,288.2534312,21.502165,0,578791.44,3069895.2,1240956.9,525867.25,0,375350.25,389675.84,555177.44
588,283.1077557,14.473169,3398052.5,0,0,0,0,0,0,0,0
276,232.1909191,9.335581,0,0,540981.2,644805.9,454255.06,702359.3,826215.44,1639012.8,2264518
2405,434.3036115,20.797932,992664.2,0,0,0,0,0,0,0,0
3059,241.1798191,23.292627,0,154220.69,4363855,740424.25,0,0,0,0,0
217,597.4335226,8.2433195,0,232082.72,559868.5,432485.47,104223.75,0,0,0,0
2568,330.2639519,21.447752,0,7020684.5,9272254,0,0,0,0,0,0
3069,558.309412,23.325783,344900.3,5291477,873515,0,0,0,0,0,0
3530,323.2579435,25.021004,0,1573940,8.23E+07,7.78E+07,1.20E+07,501240.72,0,0,0
3506,645.4471428,24.96571,0,5087322,3179848.8,0,0,0,0,0,0
3777,438.3942261,25.680546,0,0,0,0,0,0,5955948.5,916908.75,0
1204,240.1230209,16.867071,1040866.94,0,0,0,0,0,0,0,0
1723,289.0970906,18.463472,0,450890.97,4847161.5,1253708.1,0,0,0,0,0
2433,325.2374517,20.894798,0,9192748,9015200,0,0,0,0,0,0
3960,788.5722222,26.247631,0,3242500,4.49E+07,3.42E+07,1.09E+07,0,0,0,0
1505,194.1177573,17.691072,2627817,4117585.5,1735545.9,0,0,0,0,0,0
943,450.2700102,15.994281,0,0,0,0,887883,0,0,0,0
1506,251.1390057,17.691532,1.54E+08,3.10E+07,921117.56,0,0,0,0,0,0
1614,345.0606771,18.099464,0,1202137.8,0,0,0,0,0,0,0
3778,603.4073951,25.720255,0,0,2.81E+07,3.86E+07,5998292,0,0,0,0
3366,950.6608905,24.439272,0,2497265,2906465,0,0,0,0,0,0
2204,205.1953433,20.084457,1598829.5,7554416,3916620.8,107913.484,0,0,0,0,0
2785,315.2530619,22.255959,0,1138543.9,2729662.5,0,0,0,0,0,0
265,498.4015124,9.182929,789231.5,707868.8,3983285.5,2681256.8,2924246,550131,114913.13,199603.16,51100.63
2325,776.5360305,20.545769,4333187.5,2024862.1,0,0,0,0,0,0,0
427,412.1656803,12.305119,177832.83,516517.3,231138.69,0,0,0,0,0,0
3187,638.4392774,23.707512,0,1477495.9,0,0,0,0,0,0,0
5151,481.4251352,30.122126,0,0,0,0,0,0,919488.5,3981902,2088878.5
2713,363.2142578,21.995886,0,0,0,0,1094812.8,0,0,0,0
1855,265.1800122,18.899729,636694.25,3100247.8,0,0,0,0,0,0,0
1873,286.1439009,18.963139,2547914.5,1155266.1,0,0,0,0,0,0,0
5336,403.3180761,30.964333,0,0,0,0,0,6753805.5,727849.5,0,0
503,208.0970928,13.429403,582393.94,0,0,0,0,0,0,0,0
2485,468.3530573,21.05581,1.03E+07,4.81E+07,1.82E+07,0,0,0,0,0,0
5049,384.3468936,29.655529,0,0,0,0,5984274.5,1.28E+07,0,0,0
2953,672.4889819,22.838495,0,7745141,5221945.5,0,0,0,0,0,0
3948,323.2580752,26.174095,0,0,0,1.07E+07,1753446.9,0,0,0,0
2929,441.330045,22.789885,3602534.5,1.35E+07,2894910.5,0,0,0,0,0,0
3222,618.3485557,23.882738,0,0,0,0,0,1510487.8,0,0,0
1536,607.3812574,17.764935,9253507,1279113.1,0,0,0,0,0,0,0
2414,341.1861392,20.827642,0,237730.92,4727269,825436.06,0,0,0,0,0
481,230.2479519,13.090439,7057786.5,3842659.2,9414782,4354702,8376322.5,3027524.2,9335981,4378872,2679163.2
1409,505.3346377,17.454407,7852772.5,0,0,0,0,0,0,0,0
3225,594.4134046,23.899948,642224.9,7316351.5,2913791,0,0,0,0,0,0
4202,511.8635294,26.929321,0,0,8687880,6352458.5,1630604.8,0,0,0,0
3611,527.3035865,25.259329,0,0,0,0,0,0,5638539.5,0,0
5165,451.3779161,30.160786,0,0,0,0,0,1888311.5,0,0,0
613,132.1019882,14.651565,1349388,0,0,0,0,0,0,0,0
1692,269.2112101,18.328983,1775927.2,1059365,0,0,0,0,0,0,0
5091,582.4161252,29.780293,0,0,4643084,2797973.5,0,0,0,0,0
5058,717.5037261,29.67301,0,0,6770220,1.20E+07,4897875,0,0,0,0
1364,173.1173889,17.315601,5426822.5,712436.06,0,0,0,0,0,0,0
551,232.1909069,13.948741,0,52469.03,808056.44,1199710.5,263693.53,371289.66,330769.7,1017679.3,756476.94
2933,445.3676059,22.802647,0,0,2782169.2,9155203,4473747,1005524.2,0,0,0
4929,747.5331397,29.162628,0,0,1.43E+07,1.28E+07,4431670.5,0,0,0,0
1764,195.1381845,18.588251,955893.56,1456564,0,0,0,0,0,0,0
2800,281.2475266,22.331066,0,217929.88,1970937.5,0,0,0,0,0,0
1007,182.0814048,16.258049,1775410.4,415050.06,0,0,0,0,0,0,0
2844,212.1071342,22.503363,0,547440.4,2.29E+07,7756765.5,0,0,0,0,0
3724,716.5144961,25.579334,0,3361616.5,4.59E+07,2.94E+07,7101561.5,0,0,0,0
1052,192.102047,16.421421,4.57E+07,4.17E+07,2733719,805223.6,0,0,0,0,0
5352,497.3737491,31.07582,0,0,0,1.33E+07,3.45E+07,2011928.1,0,0,0
627,291.2166673,14.757825,2334832.2,0,0,0,0,0,0,0,0
4960,391.3184539,29.285587,0,0,0,0,855270.44,2688888,0,0,0
3575,294.2063098,25.169798,0,0,8829733,3.37E+07,6627775,0,0,0,0
3194,315.1956504,23.725353,242001.62,0,2803081.8,1917430.2,0,452213.75,0,380152.88,0
2703,312.1131333,21.97174,0,0,0,3350873.2,4944838,0,0,0,0
4827,548.3933687,28.773306,0,0,6984052,3004521.5,52690.92,0,0,0,0
5284,1064.765368,30.734037,0,0,0,1178514,2898839.5,0,0,0,0
3293,251.1178857,24.149376,0,0,733851.75,9089735,3669911,0,0,0,0
244,142.1227863,8.763868,241283.31,0,225363.58,160480.44,0,0,752496.4,625882.4,444570.12
3470,667.4603624,24.844269,0,2431129.5,1135968,0,0,0,0,0,0
314,250.1438578,10.103687,1015129,1348301.8,1234485.8,394288,0,0,0,0,0
2533,225.1022272,21.282747,0,587379.44,4.20E+07,4.27E+07,6178088.5,0,0,0,0
1818,325.2738792,18.778557,2582081.8,2725091.2,0,0,0,0,0,0,0
1586,203.1796324,17.989681,1670804,2583768.2,0,0,0,0,0,0,0
3569,848.5146197,25.142967,0,593796,8037352.5,5394171,1330245.8,0,0,0,0
4545,538.3783772,27.92324,0,0,3630258.8,1281250.4,46555.062,0,0,0,0
4366,846.613847,27.452147,0,0,2.23E+07,3.62E+07,1.78E+07,53406.312,0,0,0
1848,323.1967108,18.888208,2140224.5,1552680.2,0,0,0,0,0,0,0
4009,123.1170022,26.390451,0,0,46917.45,4161363.8,2579566.2,0,0,0,0
1593,229.0432432,18.007334,0,1529193.5,0,0,0,0,0,0,0
2023,371.2405881,19.503912,8363700.5,1.86E+07,821064.44,0,0,0,0,0,0
2712,341.2324349,22.001177,0,0,0,776177.94,1224096,0,0,0,0
4373,322.2950763,27.463821,0,0,0,0,1966854,4806003.5,1224605.8,1105405.6,426656.56
3539,284.1643569,25.0321,0,0,667331.3,2303657.5,0,0,0,0,0
609,223.1692473,14.616857,855945.75,0,0,0,0,0,0,0,0
2625,249.221439,21.672531,0,2121095.2,5472733,0,0,0,0,0,0
3576,221.11719,25.169828,0,0,9790909,3.67E+07,5261387.5,0,0,0,0
3678,440.3581202,25.424019,0,0,1056615.6,3046715.2,1909701.8,0,0,0,0
1415,294.170086,17.468859,3165204.2,5766393.5,1474795,0,0,0,0,0,0
5303,309.2786227,30.878672,0,0,0,0,0,1785847.9,0,0,0
2444,787.1265652,20.942709,0,0,1.06E+07,2.43E+07,1.69E+07,3094643.5,352122.12,496136.22,0
582,406.1397744,14.401542,3844356,0,0,0,0,0,0,0,0
163,204.1245542,7.22907,2030336,6131726,1.40E+07,1.05E+07,3884606,55657.984,0,0,0
1830,373.2223248,18.81339,1276305,0,0,0,0,0,0,0,0
544,236.1283085,13.859332,994744.4,0,0,0,0,0,0,0,0
2641,295.2269129,21.738504,0,3043269.8,1.98E+07,1136085.8,0,0,0,0,0
4625,1036.733635,28.204653,0,0,2387348.8,4059137,2008412.6,0,0,0,0
2854,280.1332147,22.507208,0,2205480.2,3.01E+07,5173564,0,0,0,0,0
5178,538.39019,30.202896,0,0,3301950.2,3198397.8,53355.21,0,0,0,0
4097,441.3208391,26.577963,0,0,1064987.5,1.08E+07,6991437.5,755566.75,0,0,0
2322,250.1803535,20.536858,0,1663519.1,2064669.9,0,0,0,0,0,0
4476,952.5767861,27.757437,0,0,290817.03,2559098,4925395,0,0,0,0
1615,228.1019588,18.102615,4321638,6766944,107855.2,0,0,0,0,0,0
2174,253.1800104,20.051628,0,5249508,1800045.4,0,0,0,0,0,0
5073,433.3291608,29.730682,0,0,0,0,947235.44,3438918,0,0,0
2299,221.1901508,20.456163,0,3034467.5,4715785,0,0,0,0,0,0
401,264.1053585,11.911146,3527995.5,0,0,0,0,0,0,0,0
4,137.0459258,4.4147277,1858212.8,2066024.6,2225991.8,1244039.9,162825.02,0,1866393.8,834050.6,0
2818,732.5101891,22.388792,0,3618912.2,1488443,0,0,0,0,0,0
3072,264.2322333,23.355724,0,0,0,0,0,601582.56,7554411,4214176.5,1012448.8
1282,677.363354,17.085936,1480540.6,0,0,0,0,0,0,0,0
3311,448.3374276,24.19452,0,1.56E+07,1.18E+07,3272755,0,0,0,0,0
3440,818.5830611,24.75593,0,9519250,2.39E+07,6648465,412155.44,0,0,0,0
1950,667.439082,19.271631,3853431.8,2301578,102282.3,0,0,0,0,0,0
2758,746.4802501,22.146194,0,2420177,1955588.5,0,0,0,0,0,0
1011,226.0533514,16.258049,2666421.8,3043261,0,0,0,0,0,0,0
1924,236.1282594,19.165234,585709.1,1666922.4,0,0,0,0,0,0,0
3084,367.2480881,23.39214,0,0,4164594,1787931,0,0,0,0,0
5310,521.8648492,30.902378,0,0,0,1773015.6,3527848.8,0,0,0,0
4773,452.8319828,28.591974,0,0,954168.06,6782522.5,4890400,0,0,0,0
235,218.2113293,8.717831,1.40E+07,3.15E+07,8.40E+07,7.86E+07,4.52E+07,5.80E+07,3.39E+07,2.02E+07,2.10E+07
2629,263.1643189,21.689823,0,738592.75,2541508,0,0,0,0,0,0
4327,469.342219,27.310629,0,0,4088213,5216920.5,2341275.2,0,0,0,0
3559,638.4391676,25.122047,0,1687257.8,1601272.9,0,0,0,0,0,0
5135,615.4552183,30.03174,0,0,8447701,3.58E+07,2.81E+07,48839.914,0,0,0
2060,331.2018525,19.620567,1078030.5,3346656.8,0,0,0,0,0,0,0
3557,264.1957638,25.111725,0,0,0,719394.44,1414457,0,0,0,0
226,240.1020248,8.489246,0,683386.75,1319540,564247.3,0,0,0,0,0
4723,474.8459955,28.480032,0,0,2273573,8080621,4716738.5,0,0,0,0
128,270.0794259,6.784818,1583838.1,0,0,0,0,0,0,0,0
2869,485.3560132,22.582888,7309449.5,1.53E+07,3244257.8,0,0,0,0,0,0
1996,399.0711083,19.45678,0,2951928,1384817.2,0,0,0,0,0,0
5089,353.3047345,29.765305,0,0,0,0,381392.7,4014485.8,0,0,0
2054,277.2164215,19.600695,1248291.5,6541324.5,997255.06,0,0,0,0,0,0
3819,412.3420505,25.820183,0,0,4021189.8,6291705,1354101,0,0,0,0
947,243.159101,16.015402,1217002.4,0,0,0,0,0,0,0,0
2805,607.3814329,22.348373,0,2433040,2161609.8,0,0,0,0,0,0
1878,362.2901497,18.974665,1014058.44,1515667.5,0,0,0,0,0,0,0
2014,285.206043,19.470642,1468625,3602790.5,0,0,0,0,0,0,0
384,422.1712049,11.508638,1177644.1,168088.97,0,0,0,0,0,0,0
2360,222.1489455,20.629084,0,640225.94,1.65E+07,7283923.5,560591.06,0,0,0,0
4304,445.3265073,27.256624,0,0,1.32E+07,1.52E+07,7726660.5,0,0,0,0
2441,700.4264705,20.934164,563477,2699118.2,1009307.4,0,0,0,0,0,0
4466,383.3154293,27.716196,0,0,0,1145050.2,4992314.5,843714.25,0,0,0
4991,503.3284399,29.395632,0,0,0,0,0,0,1548112.9,771581.06,0
512,296.1395408,13.562872,1771047.8,0,0,0,0,0,0,0,0
554,376.1292685,13.986801,9033202,555104.8,0,0,0,0,0,0,0
4999,365.3049273,29.435783,0,0,0,0,814142.6,6540270.5,0,0,0
4168,311.2579046,26.797607,0,0,0,1488500.4,1988434.6,0,0,0,0
4709,842.4675248,28.39919,0,0,0,807649.25,938826.4,1218474.4,574500.1,525992.44,407904.03
5246,754.5407583,30.543856,0,0,5384620.5,1.51E+07,7447608,0,0,0,0
102,283.1752245,6.163846,442407.8,473545.88,634739.8,610227.9,894058.44,1289182.2,106386.66,390286.06,356518.9
2387,583.4050993,20.743477,1300539.4,2086516.8,0,0,0,0,0,0,0
3041,353.268804,23.222916,0,388765.8,7236037,849274.6,0,0,0,0,0
2820,529.382221,22.402672,6843532.5,8909444,1328743.9,0,0,0,0,0,0
4079,818.5826863,26.50585,0,0,6566970.5,6696491.5,2122873.8,0,0,0,0
4675,732.5092053,28.304909,0,0,7361271.5,2709470.2,435511.8,0,0,0,0
1759,202.0865693,18.572126,0,1413830.6,104503.53,0,0,0,0,0,0
1038,426.165928,16.36076,2480352.5,0,0,0,0,0,0,0,0
956,333.2635379,16.061504,990598.25,0,0,0,0,0,0,0,0
262,227.1754127,9.180635,515361.94,454494.78,1.55E+07,4513875,4010219,191971.83,0,0,0
3394,321.2424665,24.551306,0,0,979691.06,2434098.5,53892.695,0,0,0,0
2633,207.1017575,21.70714,0,1073915.8,47636.258,0,0,0,0,0,0
4596,504.8736953,28.13913,0,0,4387344.5,8691097,4269042.5,0,0,0,0
1374,427.1024865,17.344875,0,0,668671.8,908683.4,0,0,0,0,0
2403,556.4052474,20.79323,1.69E+07,2.79E+07,6807083.5,0,0,0,0,0,0
5026,681.493878,29.560617,0,0,1.55E+07,2.60E+07,1.35E+07,0,0,0,0
4792,440.4096991,28.65951,0,0,0,0,0,0,3983077.2,1.16E+07,7819142
595,469.05324,14.537594,0,0,1832430.1,2167028.2,775497.2,0,0,0,0
4238,978.6922298,27.064066,0,0,5870572.5,4874278.5,1427093.2,0,0,0,0
1439,266.1517335,17.52766,0,0,0,744418.25,3157582.2,0,0,0,0
601,413.0863196,14.550152,0,0,2281777.2,1884296.5,0,0,0,0,0
1712,378.2389946,18.41538,703585.1,1787152.1,0,0,0,0,0,0,0
4419,265.2524779,27.608103,0,0,0,488271.84,2616184.2,1983250,0,0,0
1724,152.107039,18.466473,0,2802901,731418.5,0,0,0,0,0,0
2660,291.2682652,21.808128,0,8450713,1.60E+07,1587584.4,0,0,0,0,0
2411,287.0551944,20.822271,0,0,656400.56,0,0,0,0,0,0
3455,455.3267447,24.79535,0,2109276.5,3418103.5,730291.8,0,0,0,0,0
1520,203.1796233,17.710688,5219735.5,9663338,1013685.6,0,0,0,0,0,0
3751,569.3218324,25.64335,0,0,1135573.1,4169822.5,899834.75,0,0,0,0
1277,295.1079728,17.088205,2356830.8,154261.67,0,0,0,0,0,0,0
3661,205.1951406,25.380062,0,908998.6,1.89E+07,6908528,672308.7,0,0,0,0
4551,329.2109094,27.98239,0,0,0,549644.56,3039497.2,1768718.8,0,0,0
2166,467.3218428,19.99847,2162032,3055220.5,0,0,0,0,0,0,0
3392,462.3348071,24.545778,0,3.26E+07,3.39E+07,9289600,1579240,0,0,0,0
3526,735.4859507,25.015097,0,48162.914,6174686.5,3329114,0,0,0,0,0
5298,1020.739131,30.855923,0,0,0,2435530.8,5390499.5,0,0,0,0
2897,179.0853504,22.689346,0,46175.83,2089286.5,49088.53,0,0,0,0,0
2777,663.4289905,22.221355,0,1737578,1516483.2,0,0,0,0,0,0
2363,264.1959694,20.652264,0,927982.9,1524138,0,0,0,0,0,0
1157,149.1325677,16.729033,4752409.5,0,0,0,0,0,0,0,0
231,253.0972759,8.5667,876865.44,645282.8,401865.03,0,0,0,0,0,0
3620,570.8950015,25.295845,0,1258001,2717841.8,0,0,0,0,0,0
5211,461.360392,30.357903,0,0,0,0,0,2228014.2,0,0,0
499,446.2764321,13.406692,0,0,557945.56,244294.22,0,0,0,0,0
2723,313.2373888,22.03053,0,2328476.8,9407860,0,0,0,0,0,0
2277,149.1326087,20.38353,50125.746,6677592.5,3005635.2,0,0,0,0,0,0
2232,325.2010834,20.267956,2009255.2,1.13E+07,2605125.5,149695.28,0,0,0,0,0
5392,646.9534275,31.279415,0,0,0,2681568.8,3338076.8,0,0,0,0
